"titulo","empresa","ubicacion","publicado","enlace","pagina","contrato","turno","requisitos","descripcion","salario"
"Cajero","4.2 
Grupo Charly / Skechers","Benito Juárez, Ciudad de México DF","Hace 2 horas","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cajero-mitikah-en-benito-juarez-68B547AA064A805C61373E686DCF3405#lc=ListOffers-Score0-0",1,"Contrato por tiempo indeterminado",,"[""Educación mínima: Educación media superior -Bachillerato General"",""Menos de 1 año de experiencia"",""Edad: entre 18 y 35 años""]","TU CARRERA COMIENZA AQUÍ
Si te gusta el servicio al cliente esta es tu oportunidad para formar parte de nuestro equipo de trabajo como CAJER@ en Skechers MITIKAH (METRO COYOACAN)!

Ofrecemos:
Sueldo base 9,500 mensuales brutos
Bonos por cumplimiento de metas
Prestaciones de ley desde el primer (IMSS, INFONAVIT, Aguinaldo, Vacaciones, prima vacacional, prima dominical)
Prestaciones superiores (Fondo de ahorro, caja de ahorro)
2 descansos entre semana
Estabilidad laboral

Requisitos:
Manejo de efectivo y terminal bancaria
Gusto por Servicio al cliente
Disponibilidad de horario
Facilidad de palabra

¡SÉ PARTE DE NUESTRA GRAN FAMILIA!

Requerimientos

Palabras clave: cashier, cajero

2 de agosto (actualizada)

Acerca de Grupo Charly / Skechers

Sobre nosotros
Somos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.

Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.

En 2010 ...

Sobre nosotrosSomos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.En 2010 obtuvimos la licencia de la marca de calzado SKECHERS U.S.A, empresa fundada en Manhattan Beach, California por Robert Greemberg en 1992.  SKECHERS es una marca líder mundial que diseña, fabrica y distribuye una amplia gama de calzado casual, deportivo y de tendencia para toda la familia.  Actualmente cuenta con más de 1000 tiendas localizadas en las principales ciudades de todo el mundo y ocupa el segundo lugar en ventas de calzado deportivo en Estados Unidos.En el 2014 incursionamos en el mundo del fútbol lanzando al mercado nuestra primera línea especializada: CHARLY FÚTBOL, con una sorprendente mercadotecnia que integra a las principales comentaristas del deporte en México y patrocinando equipos y futbolistas profesionales. Trabajar en CHARLY es una oportunidad para disfrutar y  hacer lo que te apasiona, desarrollarte y crecer profesionalmente, en un ambiente dinámico, colaborativo, de compromiso y enfoque a logro de las metas.  Compartimos la visión de ser la marca deportiva preferida por los consumidores. En CHARLY somos más de 2000 colaboradores que traemos la pasión del deporte a la vida diaria.Sitio webhttp://www.charly.com.mxSedeLeón, GuanajuatoAño de creación1950Tipo de empresaDe financiación privadaTamañoDe 1.001 a 5.000 empleados

Salarios","A convenir"
"Gerente de tienda","4.2 
Grupo Charly / Skechers","Monterrey, Nuevo León","Hace 3 horas","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-gerente-de-tienda-diferentes-plazas-comerciales-en-monterrey-57E11C42684C078861373E686DCF3405#lc=ListOffers-Score0-1",1,"Contrato por tiempo indeterminado",,"[""Educación mínima: Educación media superior -Bachillerato General"",""1 año de experiencia"",""Edad: A partir de 25 años""]","GRUPO CHARLY Y SKECHERS
TIENDA DE CALZADO DEPORTIVA SOLICITA GERENTE DE TIENDA
.
OFRECEMOS:
SUELDO SEMANAL
COMISIONES POR QUINCENA
BONO DE ASISTENCIA
BONO DE TRANSPORTE
BONO DE PUNTUALIDAD
FONDO Y CAJA DE AHORRO
DESCUENTOS EN TIENDA
VACACIONES ANTES DE CUMPLIR EL AÑO
PRESTACIONES DE LEY
2 DÍAS DE DESCANSO
.
REQUISITOS:
PREPARATORIA TERMINADA
EXPERIENCIA COMO LIDER, SUBGTE O JEFE DE PISO DE TIENDA MINIMO 1 AÑO
CONOCIMIENTO DE KPIS

FUNCIONES:
MANEJO DE PERSONAL
MANEJO KPIS
ORGANIZAR HORARIOS
ENVÍO DE REPORTES
DELEGAR ACTIVIDADES
ADMINISTRACIÓN DE TIENDA
MANEJO DE PROCESOS Y POLITICAS INTERNAS
INVENTARIOS
VISUAL
CAJA
ENTREGA DE VALORES
APERTURA Y CIERRE DE TIENDA
VENTAS
ATENCIÓN CLIENTES
ORDEN DE TIENDA

Requerimientos

Palabras clave: lider, jefe, gerente, manager, director, chief, lead, jefatura, regente, boutique, tienda, store, establecimiento, bazar, bazzar

2 de agosto (actualizada)

Acerca de Grupo Charly / Skechers

Sobre nosotros
Somos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.

Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.

En 2010 ...

Sobre nosotrosSomos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.En 2010 obtuvimos la licencia de la marca de calzado SKECHERS U.S.A, empresa fundada en Manhattan Beach, California por Robert Greemberg en 1992.  SKECHERS es una marca líder mundial que diseña, fabrica y distribuye una amplia gama de calzado casual, deportivo y de tendencia para toda la familia.  Actualmente cuenta con más de 1000 tiendas localizadas en las principales ciudades de todo el mundo y ocupa el segundo lugar en ventas de calzado deportivo en Estados Unidos.En el 2014 incursionamos en el mundo del fútbol lanzando al mercado nuestra primera línea especializada: CHARLY FÚTBOL, con una sorprendente mercadotecnia que integra a las principales comentaristas del deporte en México y patrocinando equipos y futbolistas profesionales. Trabajar en CHARLY es una oportunidad para disfrutar y  hacer lo que te apasiona, desarrollarte y crecer profesionalmente, en un ambiente dinámico, colaborativo, de compromiso y enfoque a logro de las metas.  Compartimos la visión de ser la marca deportiva preferida por los consumidores. En CHARLY somos más de 2000 colaboradores que traemos la pasión del deporte a la vida diaria.Sitio webhttp://www.charly.com.mxSedeLeón, GuanajuatoAño de creación1950Tipo de empresaDe financiación privadaTamañoDe 1.001 a 5.000 empleados

Salarios","$ 12,000.00 (Mensual)"
"Asesor/a de Ventas","4.2 
Grupo Charly / Skechers","Guadalajara, Jalisco","Hace 4 horas","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesora-de-ventas-zona-zapopanguadalajara-en-guadalajara-44CC42A31CD04C5E61373E686DCF3405#lc=ListOffers-Score0-2",1,"Contrato por tiempo indeterminado",,"[""Educación mínima: Educación secundaria"",""Menos de 1 año de experiencia"",""Edad: A partir de 18 años"",""Conocimientos: Atención al cliente, Trabajo en equipo, Ventas""]","Que esperas para ser parte de las mejores marcas deportivas.

-En CHARLY y SKECHERS Buscamos personal para las tiendas

- Gran Plaza
- Galerías del calzado
- Plaza Arboledas

Si tienes experiencia y buscas crecimiento, o si no tienes experiencia y buscas aprender, ESTE ES TU LUGAR.

Tus actividades serian:

-Bridar la bienvenida al cliente
-Ofrecer nuestros productos buscando la satisfacción del cliente
-Realizar limpieza de áreas
-Acomodo de mercancía según indicaciones Gerenciales

Requisitos:
-Facilidad de palabra
-Trabajo de tiempo completo
-Facilidad de adaptación

Te ofrecemos:
-Sueldo base $9,500 pagados semanalmente
-Bono de asistencia y puntualidad de $1,900
- Apoyo de trasporte $900
-Pago de comisiones por quincena
*Todas las prestaciones de ley
*Descuentos en las marcas
*Fondo de ahorro del 4%
*Regalos de cumpleaños
y más...

No esperes más y únete a esta gran marca

Requerimientos

Aptitudes asociadas a esta ofertaNuevo

Palabras clave: advisor, asesor, cambaceo, sales, area

Hace 4 horas (actualizada)

Acerca de Grupo Charly / Skechers

Sobre nosotros
Somos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.

Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.

En 2010 ...

Sobre nosotrosSomos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.En 2010 obtuvimos la licencia de la marca de calzado SKECHERS U.S.A, empresa fundada en Manhattan Beach, California por Robert Greemberg en 1992.  SKECHERS es una marca líder mundial que diseña, fabrica y distribuye una amplia gama de calzado casual, deportivo y de tendencia para toda la familia.  Actualmente cuenta con más de 1000 tiendas localizadas en las principales ciudades de todo el mundo y ocupa el segundo lugar en ventas de calzado deportivo en Estados Unidos.En el 2014 incursionamos en el mundo del fútbol lanzando al mercado nuestra primera línea especializada: CHARLY FÚTBOL, con una sorprendente mercadotecnia que integra a las principales comentaristas del deporte en México y patrocinando equipos y futbolistas profesionales. Trabajar en CHARLY es una oportunidad para disfrutar y  hacer lo que te apasiona, desarrollarte y crecer profesionalmente, en un ambiente dinámico, colaborativo, de compromiso y enfoque a logro de las metas.  Compartimos la visión de ser la marca deportiva preferida por los consumidores. En CHARLY somos más de 2000 colaboradores que traemos la pasión del deporte a la vida diaria.Sitio webhttp://www.charly.com.mxSedeLeón, GuanajuatoAño de creación1950Tipo de empresaDe financiación privadaTamañoDe 1.001 a 5.000 empleados

Salarios","$ 9,499.00 (Mensual) + Comisiones"
"Promotor/a asesor de venta","4.2 
Grupo Charly / Skechers","Cuautitlán Izcalli, Estado de México","Hace 5 horas","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-promotora-asesor-de-venta-charly-punta-norte-en-cuautitlan-izcalli-55BA7A1757A5365961373E686DCF3405#lc=ListOffers-Score0-3",1,"Contrato por tiempo indeterminado",,"[""Educación mínima: Educación media superior -Bachillerato General"",""1 año de experiencia"",""Edad: entre 18 y 35 años""]","ASESOR DE VENTAS/ CAJERO – GIRO RETAIL CON OPORTUNIDAD DE CRECIMIENTO Y PRESTACIONES SUPERIORES

VENDEDOR / CAJERO CHARLY PUNTA NORTE
*ESTA VACANTE NO ES POR TEMPORADA VACACIONAL*

PERFIL:

Innovadora empresa con presencia nacional, enfocada al giro Retail, te invita a formar parte de la gran familia como:

ASESOR DE VENTAS

Bachillerato concluido o trunco, 6 meses de experiencia en ventas en giro retail, facilidad de palabra, Orientado a resultados, manejo de caja y efectivo

Sigue mejorando tus habilidades y conocimientos, además adquiere mayor experiencia desempeñando las siguientes funciones:

Ventas y asesoría de producto
Atención y servicio al cliente
Resurtido, etiquetado y acomodo de mercancía acorde al manual de la empresa
Limpieza de área de trabajo
Ventas bajo objetivos e indicadores
Cobro de mercancía (Arqueos, cortes, y buen manejo de efectivo)
Ventas adicionales en caja
Compensaciones

La gran familia Charly / Skechers valora tu interés en formar parte de este gran equipo; ofreciéndote las siguientes compensaciones:

· Plan de crecimiento

· Sueldo competitivo

· Aguinaldo

· Prima vacacional

· Rol de turnos accesibles

· Estabilidad laboral

· Pago semanal

· Fondo de Ahorro 4%

· Capacitación constante

· Descuentos en productos de nuestras marcas

· Grandes Bonos

· Uniformes sin costo

¡No lo pienses más y ven a formar parte de la Gran Familia Charly / Skechers! Postúlate ahora mismo por este medio.

Requerimientos

Palabras clave: promoter, promotor, advisor, asesor

Hace 5 horas (actualizada)

Acerca de Grupo Charly / Skechers

Sobre nosotros
Somos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.

Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.

En 2010 ...

Sobre nosotrosSomos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.En 2010 obtuvimos la licencia de la marca de calzado SKECHERS U.S.A, empresa fundada en Manhattan Beach, California por Robert Greemberg en 1992.  SKECHERS es una marca líder mundial que diseña, fabrica y distribuye una amplia gama de calzado casual, deportivo y de tendencia para toda la familia.  Actualmente cuenta con más de 1000 tiendas localizadas en las principales ciudades de todo el mundo y ocupa el segundo lugar en ventas de calzado deportivo en Estados Unidos.En el 2014 incursionamos en el mundo del fútbol lanzando al mercado nuestra primera línea especializada: CHARLY FÚTBOL, con una sorprendente mercadotecnia que integra a las principales comentaristas del deporte en México y patrocinando equipos y futbolistas profesionales. Trabajar en CHARLY es una oportunidad para disfrutar y  hacer lo que te apasiona, desarrollarte y crecer profesionalmente, en un ambiente dinámico, colaborativo, de compromiso y enfoque a logro de las metas.  Compartimos la visión de ser la marca deportiva preferida por los consumidores. En CHARLY somos más de 2000 colaboradores que traemos la pasión del deporte a la vida diaria.Sitio webhttp://www.charly.com.mxSedeLeón, GuanajuatoAño de creación1950Tipo de empresaDe financiación privadaTamañoDe 1.001 a 5.000 empleados

Salarios","$ 9,500.00 (Mensual) + Comisiones"
"Subgerente de tienda","4.2 
Grupo Charly / Skechers","Querétaro, Querétaro","Hace 7 horas","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-subgerente-de-tienda-tiempo-completo-en-queretaro-307FB380B67BFC7461373E686DCF3405#lc=ListOffers-Score0-4",1,"Contrato por tiempo indeterminado",,"[""Educación mínima: Educación media superior -Bachillerato General"",""2 años de experiencia"",""Edad: entre 25 y 50 años"",""Conocimientos: Gestión de ventas, Ventas""]","Grupo Charly, líder en la venta de calzado deportivo
¡¡¡Busca gente como tú, talento que deja huella!!!
S O L I C I T A :

POR APERTURA

SUBGERENTE Y GERENTE DE TIENDA SKECHERS EN PLAZA GALERIAS QUERETARO

OFRECEMOS:
Pago Semanal
Comisiones quincenales.
Prestaciones de ley desde el primer día
Aguinaldo
Vacaciones conforme a la nueva ley
Contratación directa con la empresa
Capacitación constante
Uniforme
Fondo de ahorro del 4%
Caja de ahorro (opcional)
Bono de transporte
Bonos de puntualidad
Bono de asistencia
Obsequio de cumpleaños.
Obsequio de aniversario laboral.
Descuento en tienda de productos de la marca
Disponibilidad de trabajar de L-D con una hora de comida, con 2 días de descanso entre semana
Estabilidad laboral

Funciones
Apoyo Administración de tienda
Control de indicadores operativos y comerciales
Apertura y cierre de tienda
Manejo de inventarios
Apego a políticas y normas de la empresa
Manejo de personal
Capacitación de personal

REQUISITOS INDISPENSABLES
Experiencia en negocio Retail/ventas (indispensable) MIN 2 AÑOS
Enfoque a resultados.
Comunicación efectiva.
Asertividad.
Trabajo en equipo.
Liderazgo.
¡Únete a nuestro equipo de trabajo! Sí estas interesado (a) y cubres el perfil, postúlate por este medio o comunícate al 479 103 0127

Requerimientos

Aptitudes asociadas a esta ofertaNuevo

Palabras clave: residente, encargado, supervisor, subgerente, responsable, coordinador, gestor, capitan, boutique, tienda, store, establecimiento, bazar, bazzar

2 de agosto (actualizada)

Acerca de Grupo Charly / Skechers

Sobre nosotros
Somos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.

Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.

En 2010 ...

Sobre nosotrosSomos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.En 2010 obtuvimos la licencia de la marca de calzado SKECHERS U.S.A, empresa fundada en Manhattan Beach, California por Robert Greemberg en 1992.  SKECHERS es una marca líder mundial que diseña, fabrica y distribuye una amplia gama de calzado casual, deportivo y de tendencia para toda la familia.  Actualmente cuenta con más de 1000 tiendas localizadas en las principales ciudades de todo el mundo y ocupa el segundo lugar en ventas de calzado deportivo en Estados Unidos.En el 2014 incursionamos en el mundo del fútbol lanzando al mercado nuestra primera línea especializada: CHARLY FÚTBOL, con una sorprendente mercadotecnia que integra a las principales comentaristas del deporte en México y patrocinando equipos y futbolistas profesionales. Trabajar en CHARLY es una oportunidad para disfrutar y  hacer lo que te apasiona, desarrollarte y crecer profesionalmente, en un ambiente dinámico, colaborativo, de compromiso y enfoque a logro de las metas.  Compartimos la visión de ser la marca deportiva preferida por los consumidores. En CHARLY somos más de 2000 colaboradores que traemos la pasión del deporte a la vida diaria.Sitio webhttp://www.charly.com.mxSedeLeón, GuanajuatoAño de creación1950Tipo de empresaDe financiación privadaTamañoDe 1.001 a 5.000 empleados

Salarios","$ 12,000.00 (Mensual)"
"Asesor (a) de ventas Galerias del calzado","4.2 
Grupo Charly / Skechers","Zapopan, Jalisco","Hace 22 horas","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-a-de-ventas-galerias-del-calzado-en-zapopan-577D70B2C7E6317161373E686DCF3405#lc=ListOffers-Score0-5",1,"Contrato por tiempo indeterminado",,"[""Educación mínima: Educación secundaria"",""años de experiencia"",""Edad: A partir de 18 años""]","Grupo Charly/Skechers, líder en la venta de calzado deportivo

SOLICITA ASESOR DE VENTAS TIEMPO COMPLETO - PLAZA GALERIAS DEL CALZADO

¡¡¡Buscamos gente como tú, y formamos el talento que deja huella!!!
Únete a esta gran empresa 100% mexicana

Te ofrecemos:
Sueldo base $9,500 mensuales brutos
+ Bono de asistencia $950 mensuales
+ Bono de puntualidad $950 mensuales
+ Bono de transporte $1,000 mensuales
Pago semanal ¡PUNTUAL!
Atractivas comisiones quincenales
Contratación directa por la empresa
DOS DIAS DE DESCANSO
Prestaciones de ley y superiores desde el primer día
IMSS
INFONAVIT
Aguinaldo
Vacaciones
Fondo de ahorro
Descuento en tiendas Charly y Skechers
Apoyo de gastos funerarios
Capacitación pagada y constante

Actividades:
Atención al cliente y ventas
Limpieza del área de trabajo
Apoyo en acomodo de mercancía

Solo necesitas:
Escolaridad desde secundaria terminada, trabajar en equipo y disponibilidad de turno completo ¡No necesitas experiencia!

Horario:
Lunes a Domingo de 10:30 a 8:00 con 1 hora de comida y 2 descansos entre semana.

Postúlate por este medio o asiste a entrevista en sucursal con CV o solicitud elaborada.

Requerimientos

Palabras clave: advisor, asesor, cambaceo, sales

Hace 22 horas (actualizada)

Acerca de Grupo Charly / Skechers

Sobre nosotros
Somos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.

Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.

En 2010 ...

Sobre nosotrosSomos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.En 2010 obtuvimos la licencia de la marca de calzado SKECHERS U.S.A, empresa fundada en Manhattan Beach, California por Robert Greemberg en 1992.  SKECHERS es una marca líder mundial que diseña, fabrica y distribuye una amplia gama de calzado casual, deportivo y de tendencia para toda la familia.  Actualmente cuenta con más de 1000 tiendas localizadas en las principales ciudades de todo el mundo y ocupa el segundo lugar en ventas de calzado deportivo en Estados Unidos.En el 2014 incursionamos en el mundo del fútbol lanzando al mercado nuestra primera línea especializada: CHARLY FÚTBOL, con una sorprendente mercadotecnia que integra a las principales comentaristas del deporte en México y patrocinando equipos y futbolistas profesionales. Trabajar en CHARLY es una oportunidad para disfrutar y  hacer lo que te apasiona, desarrollarte y crecer profesionalmente, en un ambiente dinámico, colaborativo, de compromiso y enfoque a logro de las metas.  Compartimos la visión de ser la marca deportiva preferida por los consumidores. En CHARLY somos más de 2000 colaboradores que traemos la pasión del deporte a la vida diaria.Sitio webhttp://www.charly.com.mxSedeLeón, GuanajuatoAño de creación1950Tipo de empresaDe financiación privadaTamañoDe 1.001 a 5.000 empleados

Salarios","$ 9,500.00 (Mensual) + Comisiones"
"vendedor/a de tienda deportiva plaza puerto paraiso","4.2 
Grupo Charly / Skechers","Los Cabos, Baja California Sur","Hace 23 horas","https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-de-tienda-deportiva-plaza-puerto-paraiso-en-los-cabos-65A08C805FFE903E61373E686DCF3405#lc=ListOffers-Score0-6",1,,,"[""Educación mínima: Educación secundaria"",""años de experiencia"",""Edad: A partir de 18 años""]","Líder en la venta de calzado deportivo
¡¡¡Busca gente como tú, talento que deja huella!!!

SOLICITAMOS VENDEDOR/A DE PISO DE TIENDA
PLAZA ESFERA PUERTO PARAISO - LOS CABOS

Ofrecemos:
Sueldo base mensual $10,000.
Pago semanal los viernes.
Premio de puntualidad $400 mensuales
premio de asistencia $600 mensuales.
poyo de transporte $800
Comisiones quincenales
Contratación directa con la empresa
Prestaciones de ley y superiores desde el primer día
IMSS, INFONAVIT, FONACOT, Vacaciones con forme a la ley.
Fondo de ahorro 4% del salario base mensual
Caja de ahorro
Descuento en tiendas
Apoyo de gastos funerarios (opcional)
Capacitación pagada y constante
Obsequio de cumpleaños
Actividades:
Atención al cliente
Recepción, conteo, etiquetado y acomodo de mercancía
Limpieza del área de trabajo

¡NO NECESITAS TENER EXPERIENCIA, TE CAPACITAMOS!

Solo necesitas: Gusto por las ventas, facilidad de palabra, trabajar en equipo y disponibilidad de turno completo.
Disponibilidad de rotar turnos
Tener ine, rfc y papelería basica.

Requerimientos

Palabras clave: salesman, saleswoman, seller, vendedor, comercial, salesperson, boutique, tienda, store, establecimiento, bazar, bazzar

Hace 23 horas (actualizada)

Acerca de Grupo Charly / Skechers

Sobre nosotros
Somos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.

Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.

En 2010 ...

Sobre nosotrosSomos una de las empresas mexicanas con más de 60 años en la industria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail.Nos enfocamos en cubrir las necesidades de calzado, textil y accesorios de moda e inspiración deportiva para toda la familia, a través de nuestras más de 175 tiendas y 5000 puntos de venta en las principales tiendas departamentales, especializas deportivas y de autoservicio en México.En 2010 obtuvimos la licencia de la marca de calzado SKECHERS U.S.A, empresa fundada en Manhattan Beach, California por Robert Greemberg en 1992.  SKECHERS es una marca líder mundial que diseña, fabrica y distribuye una amplia gama de calzado casual, deportivo y de tendencia para toda la familia.  Actualmente cuenta con más de 1000 tiendas localizadas en las principales ciudades de todo el mundo y ocupa el segundo lugar en ventas de calzado deportivo en Estados Unidos.En el 2014 incursionamos en el mundo del fútbol lanzando al mercado nuestra primera línea especializada: CHARLY FÚTBOL, con una sorprendente mercadotecnia que integra a las principales comentaristas del deporte en México y patrocinando equipos y futbolistas profesionales. Trabajar en CHARLY es una oportunidad para disfrutar y  hacer lo que te apasiona, desarrollarte y crecer profesionalmente, en un ambiente dinámico, colaborativo, de compromiso y enfoque a logro de las metas.  Compartimos la visión de ser la marca deportiva preferida por los consumidores. En CHARLY somos más de 2000 colaboradores que traemos la pasión del deporte a la vida diaria.Sitio webhttp://www.charly.com.mxSedeLeón, GuanajuatoAño de creación1950Tipo de empresaDe financiación privadaTamañoDe 1.001 a 5.000 empleados

Salarios","$ 11,800.00 (Mensual) + Comisiones"
